"Text","Title","Chapter"
"day complete!","Great Expectations",58
"","Great Expectations",58
"My first thought was one of great thankfulness that I had never","Great Expectations",58
"breathed this last baffled hope to Joe. How often, while he was with me","Great Expectations",58
"in my illness, had it risen to my lips! How irrevocable would have been","Great Expectations",58
"his knowledge of it, if he had remained with me but another hour!","Great Expectations",58
"","Great Expectations",58
"“Dear Biddy,” said I, “you have the best husband in the whole world,","Great Expectations",58
"and if you could have seen him by my bed you would have—But no, you","Great Expectations",58
"couldn’t love him better than you do.”","Great Expectations",58
"","Great Expectations",58
"“No, I couldn’t indeed,” said Biddy.","Great Expectations",58
"","Great Expectations",58
"“And, dear Joe, you have the best wife in the whole world, and she will","Great Expectations",58
"make you as happy as even you deserve to be, you dear, good, noble","Great Expectations",58
"Joe!”","Great Expectations",58
"","Great Expectations",58
"Joe looked at me with a quivering lip, and fairly put his sleeve before","Great Expectations",58
"his eyes.","Great Expectations",58
"","Great Expectations",58
"“And Joe and Biddy both, as you have been to church to-day, and are in","Great Expectations",58
"charity and love with all mankind, receive my humble thanks for all you","Great Expectations",58
"have done for me, and all I have so ill repaid! And when I say that I","Great Expectations",58
"am going away within the hour, for I am soon going abroad, and that I","Great Expectations",58
"shall never rest until I have worked for the money with which you have","Great Expectations",58
"kept me out of prison, and have sent it to you, don’t think, dear Joe","Great Expectations",58
"and Biddy, that if I could repay it a thousand times over, I suppose I","Great Expectations",58
"could cancel a farthing of the debt I owe you, or that I would do so if","Great Expectations",58
"I could!”","Great Expectations",58
"","Great Expectations",58
"They were both melted by these words, and both entreated me to say no","Great Expectations",58
"more.","Great Expectations",58
"","Great Expectations",58
"“But I must say more. Dear Joe, I hope you will have children to love,","Great Expectations",58
"and that some little fellow will sit in this chimney-corner of a winter","Great Expectations",58
"night, who may remind you of another little fellow gone out of it for","Great Expectations",58
"ever. Don’t tell him, Joe, that I was thankless; don’t tell him, Biddy,","Great Expectations",58
"that I was ungenerous and unjust; only tell him that I honoured you","Great Expectations",58
"both, because you were both so good and true, and that, as your child,","Great Expectations",58
"I said it would be natural to him to grow up a much better man than I","Great Expectations",58
"did.”","Great Expectations",58
"","Great Expectations",58
"“I ain’t a-going,” said Joe, from behind his sleeve, “to tell him","Great Expectations",58
"nothink o’ that natur, Pip. Nor Biddy ain’t. Nor yet no one ain’t.”","Great Expectations",58
"","Great Expectations",58
"“And now, though I know you have already done it in your own kind","Great Expectations",58
"hearts, pray tell me, both, that you forgive me! Pray let me hear you","Great Expectations",58
"say the words, that I may carry the sound of them away with me, and","Great Expectations",58
"then I shall be able to believe that you can trust me, and think better","Great Expectations",58
"of me, in the time to come!”","Great Expectations",58
"","Great Expectations",58
"“O dear old Pip, old chap,” said Joe. “God knows as I forgive you, if I","Great Expectations",58
"have anythink to forgive!”","Great Expectations",58
"","Great Expectations",58
"“Amen! And God knows I do!” echoed Biddy.","Great Expectations",58
"","Great Expectations",58
"“Now let me go up and look at my old little room, and rest there a few","Great Expectations",58
"minutes by myself. And then, when I have eaten and drunk with you, go","Great Expectations",58
"with me as far as the finger-post, dear Joe and Biddy, before we say","Great Expectations",58
"good-bye!”","Great Expectations",58
"","Great Expectations",58
"","Great Expectations",58
"","Great Expectations",58
"","Great Expectations",58
"I sold all I had, and put aside as much as I could, for a composition","Great Expectations",58
"with my creditors,—who gave me ample time to pay them in full,—and I","Great Expectations",58
"went out and joined Herbert. Within a month, I had quitted England, and","Great Expectations",58
"within two months I was clerk to Clarriker and Co., and within four","Great Expectations",58
"months I assumed my first undivided responsibility. For the beam across","Great Expectations",58
"the parlour ceiling at Mill Pond Bank had then ceased to tremble under","Great Expectations",58
"old Bill Barley’s growls and was at peace, and Herbert had gone away to","Great Expectations",58
"marry Clara, and I was left in sole charge of the Eastern Branch until","Great Expectations",58
"he brought her back.","Great Expectations",58
"","Great Expectations",58
"Many a year went round before I was a partner in the House; but I lived","Great Expectations",58
"happily with Herbert and his wife, and lived frugally, and paid my","Great Expectations",58
"debts, and maintained a constant correspondence with Biddy and Joe. It","Great Expectations",58
"was not until I became third in the Firm, that Clarriker betrayed me to","Great Expectations",58
"Herbert; but he then declared that the secret of Herbert’s partnership","Great Expectations",58
"had been long enough upon his conscience, and he must tell it. So he","Great Expectations",58
"told it, and Herbert was as much moved as amazed, and the dear fellow","Great Expectations",58
"and I were not the worse friends for the long concealment. I must not","Great Expectations",58
"leave it to be supposed that we were ever a great House, or that we","Great Expectations",58
"made mints of money. We were not in a grand way of business, but we had","Great Expectations",58
"a good name, and worked for our profits, and did very well. We owed so","Great Expectations",58
"much to Herbert’s ever cheerful industry and readiness, that I often","Great Expectations",58
"wondered how I had conceived that old idea of his inaptitude, until I","Great Expectations",58
"was one day enlightened by the reflection, that perhaps the inaptitude","Great Expectations",58
